MESSENGER_TEAM	Team
TOOLTIP_PARTY_INFO_GRADE_UP1	Wiêcej ni¿ %d Cz³onków Grupy
TOOLTIP_PARTY_INFO_GRADE_UP2	Poziom Ataku +%d
TOOLTIP_PARTY_INFO_GRADE_UP3	Poziom Obrony +%d
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	Regeneracja P¯/PE wszystkich Cz³onków Grupy przez 60 minut.
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	Regeneracja P¯/PE wszystkich Cz³onków Grupy przez 30 minut.
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	Musisz poczekaæ 3 minuty po œmierci cz³onka grupy.
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	Mo¿esz przywo³aæ cz³onków grupy, którzy s¹ na tym samym serwerze.
TOOLTIP_PARTY_INFO_SET_ATTACKER	Poziom Ataku +(iloœæ cz³onków grupy/2) Napastnik %d mo¿e byæ wybrany.
TOOLTIP_PARTY_INFO_SET_TANKER	Poziom Obrony +(iloœæ cz³onków grupy) 1 Walcz¹cy Ostrzem mo¿e byæ wybrany.
TOOLTIP_PARTY_SKILL_LEVEL	Aktualny Poziom: %d
TOOLTIP_PARTY_TITLE_GRADE_UP	[Atak/Obrona ulepszony]
TOOLTIP_PARTY_TITLE_HEAL	[przywróæ]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	Jeœli masz wiêcej ni¿ %d Cz³onków Grupy, dostajesz %d%% Bonus DOŒ .
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[Bonus DOŒ]
TOOLTIP_PARTY_TITLE_RECALL	[Przywo³aj]
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[Ustanów Napastnika]
TOOLTIP_PARTY_TITLE_SET_TANKER	[Ustanów Walcz¹cego Ostrzem]
TOOLTIP_PASSIVE_JOB_DECK	Bonus Reliktu	SNA
TOOLTIP_PEPSI_EVENT	5% bonusu PD i 5% zwiêkszonej szansy na zdobywanie przedmiotów.	SNA
TOOLTIP_PICK_EXP	Punkty: %d / %d
TOOLTIP_PICK_LEVEL	Poziom: %d
TOOLTIP_PICK_UPGRADE1	Daj to Drwalowi
TOOLTIP_PICK_UPGRADE2	aby dostaæ
TOOLTIP_PICK_UPGRADE3	ulepszony Kilof.
TOOLTIP_POTION_CURE	Usuñ negatywne skutki.
TOOLTIP_POTION_MIN	Min.
TOOLTIP_POTION_OF_ELEMENTAL	Eliksir ochrony ¿ywio³ów daje ci +5% ataków walki wrêcz/magicznych | +10% odpornoœci na ¿ywio³y	SNA
TOOLTIP_POTION_PLUS_ATTACK_SPEED	Szybkoœæ Ataku +%d
TOOLTIP_POTION_PLUS_ATTBONUS_MONSTER	BONUS ATAKU POTWORÓW: +%d%%
TOOLTIP_POTION_PLUS_ATT_POINT	ATAK: +%d
TOOLTIP_POTION_PLUS_ATT_POINT_PER	ATAK: +%d%%
TOOLTIP_POTION_PLUS_DEF_POINT	OBRONA: +%d
TOOLTIP_POTION_PLUS_DEX_POINT	ZRÊ: +%d
TOOLTIP_POTION_PLUS_EXP_BONUS	PD: +%d%%
TOOLTIP_POTION_PLUS_HIT_DEFEND_POINT	ODPORNOŒÆ NA OBRA¯ENIA: +%d%%
TOOLTIP_POTION_PLUS_HP_PERCENT	P¯ +%d%%
TOOLTIP_POTION_PLUS_HP_POINT	P¯ +%d
TOOLTIP_POTION_PLUS_MOVING_SPEED	Szybkoœæ Ruchu +%d
TOOLTIP_POTION_PLUS_RESIST_DARK	ODPORNOŒÆ NA MROK: +%d%%
TOOLTIP_POTION_PLUS_RESIST_EARTH	ODPORNOŒÆ NA ZIEMIÊ: +%d%%
TOOLTIP_POTION_PLUS_RESIST_ICE	ODPORNOŒÆ NA LÓD: +%d%%
TOOLTIP_POTION_PLUS_RESIST_MAGIC	ODPORNOŒÆ NA MAGIÊ: +%d%%
TOOLTIP_POTION_PLUS_SP_PERCENT	PE +%d%%
TOOLTIP_POTION_PLUS_SP_POINT	PE +%d
TOOLTIP_POTION_PLUS_STR_POINT	SI£A: +%d
TOOLTIP_POTION_SEC	Sek.
TOOLTIP_POTION_TIME	Czas trwania:
TOOLTIP_PROTECTION_OF_ELEMENTAL	Odporny na kl¹twê ¿ywio³ów.	SNA
TOOLTIP_PVP_TOURNAMENT_ENTER	Uczestnictwo w turnieju PvP
TOOLTIP_PVP_TOURNAMENT_EXPBONUS	Turniej PvP PD +%d%%	SA
TOOLTIP_REQUIREMENT_21_LEVEL	Musisz osi¹gn¹æ Poziom 21.
TOOLTIP_REQUIREMENT_41_LEVEL	Musisz osi¹gn¹æ Poziom 41.
TOOLTIP_REQUIREMENT_LEVEL	Musisz osi¹gn¹æ Poziom %d.
TOOLTIP_REQUIREMENT_SKILL_LEVEL	%s Poziom %d wymagany.
TOOLTIP_REQUIREMENT_STAT_LEVEL	%s %d wymagany
TOOLTIP_RESIST_BOW	Odpornoœæ na Strza³y +%d%%	SA
TOOLTIP_RESIST_DARK	Odpornoœæ na mrok +%d%%	SA
TOOLTIP_RESIST_EARTH	Odpornoœæ na ziemiê +%d%%	SA
TOOLTIP_RESIST_ELEC	Odpornoœæ na B³yskawice: %d%%	SA
TOOLTIP_RESIST_FIRE	Odpornoœæ na Ogieñ: %d%%	SA
TOOLTIP_RESIST_ICE	Odpornoœæ na lód +%d%%	SA
TOOLTIP_RESIST_MAGIC	Odpornoœæ na Magiê: %d%%	SA
TOOLTIP_RESIST_MAGIC_REDUCTION	Antymagia o %d%%	SA
TOOLTIP_RESIST_PER_DARK	Odpornoœæ na Mrok (+%d%% ³¹cznej wartoœci)	SA
TOOLTIP_RESIST_PER_EARTH	Odpornoœæ na Ziemiê (+%d%% ³¹cznej wartoœci)	SA
TOOLTIP_RESIST_PER_ELEC	Odpornoœæ na B³yskawice (+%d%% ³¹cznej wartoœci)	SA
TOOLTIP_RESIST_PER_FIRE	Odpornoœæ na Ogieñ (+%d%% ³¹cznej wartoœci)	SA
TOOLTIP_RESIST_PER_HUMAN	Odpornoœæ na Ludzi (+%d%% ³¹cznej wartoœci)	SA
TOOLTIP_RESIST_PER_ICE	Odpornoœæ na Lód (+%d%% ³¹cznej wartoœci)	SA
TOOLTIP_RESIST_PER_MAGIC	Odpornoœæ na Magiê (+%d%% ³¹cznej wartoœci)	SA
TOOLTIP_RESIST_PER_WIND	Odpornoœæ na Wiatr (+%d%% ³¹cznej wartoœci)	SA
TOOLTIP_REST_USABLE_COUNT	Pozosta³o: %d
TOOLTIP_ROLE_PROFICIENCY_LEADER_EFFECT	Bonus lidera: %d%%
TOOLTIP_ROLE_PROFICIENCY_SKILL_LEVEL	Aktualny poziom: %d
TOOLTIP_SEALED	Przywi¹zanie do duszy
TOOLTIP_SEASON_PVE_BUFF	Zwiêksza o 40% obra¿enia PvE przez 10 min.	SNA
TOOLTIP_SEASON_RANKING_BUFF	Zwiêksza o 20% punkty rangi przez 10 min.	SNA
TOOLTIP_SECOND_ATTRIBUTE_BONUS	2. dodany bonus +%d%%	SA
TOOLTIP_SELLPRICE	Cena: %s
TOOLTIP_SET_ITEM	Bonus zestawu	SNA
TOOLTIP_SET_ITEM_1	Œw. 
TOOLTIP_SET_ITEM_2	Okaz. 
TOOLTIP_SET_ITEM_3	Ryc. 
TOOLTIP_SET_ITEM_4	Ksi¹¿. 
TOOLTIP_SET_ITEM_5	Majest. 
TOOLTIP_SHAMAN	Szaman
TOOLTIP_SHIELD	Tarcza
TOOLTIP_SHOES	Buty
TOOLTIP_SKILL	Umiejêtnoœci	SNA
TOOLTIP_SKILLBOOK_NAME	Ksiêga Umiejêtnoœci
TOOLTIP_SKILL_AFFECT_ATT_GRADE	Wartoœæ Ataku: +
TOOLTIP_SKILL_AFFECT_ATT_POWER	Wartoœæ Ataku:
TOOLTIP_SKILL_AFFECT_ATT_SPEED	Szybkoœæ Ataku: +
TOOLTIP_SKILL_AFFECT_DEF_GRADE	Obrona:
TOOLTIP_SKILL_AFFECT_DODGE	Wartoœæ Ataku przeciwnika: -
TOOLTIP_SKILL_AFFECT_HEAL	Regeneracja P¯:
TOOLTIP_SKILL_AFFECT_MOV_SPEED	Szybkoœæ Ruchu: +
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	Szansa na odbicie ataku:
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	Odpornoœæ na Obra¿enia:
TOOLTIP_SKILL_COOL_TIME	Odnowa: 
TOOLTIP_SKILL_DAMAGE_AMSEOP	Obra¿enia od zasadzki +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BIPABU	Obra¿enia od lataj¹cego talizmanu +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS	Obra¿enia Umiejêtnoœci: %d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS_BOSS_OR_MORE	Obra¿enia od umiejêtnoœci przeciwko bossom +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BYEURAK	Obra¿enia od przywo³ania b³yskawicy +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAIN	Obra¿enia od burzowego szponu +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHARYUN	Obra¿enia od wiruj¹cego sztyletu +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAYEOL	Obra¿enia od rozdarcia +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GEOMPUNG	Obra¿enia od uderzenia miecza +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGONGCHAM	Obra¿enia od duchowego uderzenia +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGUNG	Obra¿enia od zatrutej strza³y +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GONGDAB	Obra¿enia od wilczego skoku +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GUNGSIN	Obra¿enia od szybkiego ataku +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GYOKSAN	Obra¿enia od walniêcia +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAJO	Obra¿enia od ognistej strza³y +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAYEOMPOK	Obra¿enia od ognistego uderzenia +%d%%	SA
TOOLTIP_SKILL_DAMAGE_KWANKYEOK	Obra¿enia od deszczu strza³ +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MAHWAN	Obra¿enia od mrocznej sfery +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MARYUNG	Obra¿enia od mrocznego uderzenia +%d%%	SA
TOOLTIP_SKILL_DAMAGE_NOEJEON	Obra¿enia od b³yskawicznego rzutu +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PABEOB	Obra¿enia od rozproszenia magii +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PAERYONG	Obra¿enia od smoczego skowytu +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PALBANG	Obra¿enia od wiru miecza +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PASWAE	Obra¿enia od szponu wilka +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SALPOONG	Obra¿enia od wilczego tchu +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SAMYEON	Obra¿enia od trzystronnego ciêcia +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SANGONG	Obra¿enia od truj¹cej chmury +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SWAERYUNG	Obra¿enia od uderzenia palcem +%d%%	SA
TOOLTIP_SKILL_DAMAGE_TANHWAN	Obra¿enia od szar¿y +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YEONSA	Obra¿enia od powtarzalnego strza³u +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGBI	Obra¿enia od strzelaj¹cego smoka +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGKWON	Obra¿enia od smoczego wiru +%d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS	Odpornoœæ na Obra¿enia Um. %d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS_BOSS_OR_MORE	Obra¿enia od umiejêtnoœci bossów -%d%%	SA
TOOLTIP_SKILL_DURATION	Czas trwania: |cFFffce47%d sek.
TOOLTIP_SKILL_DURATION_INCREASE_EUNHYUNG	Czas trwania krycia siê +%d sek.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GEOMKYUNG	Czas trwania aury miecza +%d sek.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GYEONGGONG	Czas trwania bezszelestnego chodu +%d sek.	SA
TOOLTIP_SKILL_DURATION_INCREASE_JEOKRANG	Czas trwania duszy purpurowego wilka +%d sek.	SA
TOOLTIP_SKILL_FORGET_BOOK_NAME	Ksiêga Zapomnienia
TOOLTIP_SKILL_LEVEL	Aktualny Poziom: %d
TOOLTIP_SKILL_LEVEL_MASTER	Aktualny Poziom: %d (Mistrz)
TOOLTIP_SKILL_LEVEL_WITH_MAX	Aktualny Poziom: %d (Max %d)
TOOLTIP_SKILL_NEXT_LEVEL	Nastêpny poziom: %d
TOOLTIP_SOCKET_EMPTY	Pusty
TOOLTIP_SOCKET_REFINABLE_ITEM	[Przedmiot ze slotem]
TOOLTIP_SP_REGEN	Regeneracja PE: +%d%%	SA
TOOLTIP_STR	Si³a: +%d	SA
TOOLTIP_SUNGMA_ATTR_PRIMIUM	Dopalacz Woli SungMa	SNA
TOOLTIP_SUNGMA_HP	%d Wola SungMa (WIT)	SA
TOOLTIP_SUNGMA_IMMUNE	%d Wola SungMa (INT)	SA
TOOLTIP_SUNGMA_MOVE	%d Wola SungMa (ODP)	SA
TOOLTIP_SUNGMA_PER_HP	%d%% Wola SungMa (WIT)	SA
TOOLTIP_SUNGMA_PER_IMMUNE	%d%% Wola SungMa (INT)	SA
TOOLTIP_SUNGMA_PER_MOVE	%d%% Wola SungMa (ODP)	SA
TOOLTIP_SUNGMA_PER_STR	%d%% Wola SungMa (SI£A)	SA
TOOLTIP_SUNGMA_STR	%d Wola SungMa (SI£A)	SA
TOOLTIP_SURA	Sura
TOOLTIP_THIRD_ATTRIBUTE_BONUS	3. dodany bonus +%d%%	SA
TOOLTIP_TIME_CHARGER_FIX	£adowanie czasu %d sek.	SA
TOOLTIP_TIME_CHARGER_PER	£adowanie czasu %d%% 	SA
TOOLTIP_UNIQUE	Unikat
TOOLTIP_UNSEAL_LEFT_TIME	Oderwanie od duszy za: %dH %dM
TOOLTIP_USE_SKILL_AMSEOP_HP_ABSORB	Absorbuje %d%% P¯ przy u¿yciu zasadzki	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_10PER	Czas regeneracji lataj¹cego talizmanu: -%d sek. z 10%% szans	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_20PER	Czas regeneracji lataj¹cego talizmanu: -%d sek. z 20%% szans	SA
TOOLTIP_USE_SKILL_BYEURAK_HP_ABSORB	Absorbujesz do %d%% P¯ przy u¿yciu przywo³ania b³yskawicy.	SA
TOOLTIP_USE_SKILL_CHAIN_HP_ABSORB	Absorbuje %d%% P¯ przy u¿yciu burzowego szponu	SA
TOOLTIP_USE_SKILL_CHARYUN_STUN	Wiruj¹cy sztylet ma %d%% szans na og³uszenie przeciwnika	SA
TOOLTIP_USE_SKILL_CHAYEOL_CRITICAL_PCT	Na %d sek. zwiêksza szansê na atak krytyczny przy u¿yciu rozdarcia	SA
TOOLTIP_USE_SKILL_CHAYEOL_HP_ABSORB	Absorbuje %d%% P¯ przy u¿yciu rozdarcia	SA
TOOLTIP_USE_SKILL_CHEONGRANG_CASTING_SPEED	Na %d sek. zwiêksza szybkoœæ zaklêcia przy u¿yciu duszy wilka Indygo	SA
TOOLTIP_USE_SKILL_CHEONGRANG_MOV_SPEED	Na %d sek. zwiêksza szybkoœæ ruchu przy u¿yciu duszy wilka Indygo	SA
TOOLTIP_USE_SKILL_CHUNKEON_CASTING_SPEED	Na %d sek. zwiêksza szybkoœæ zaklêcia przy u¿yciu silnego cia³a	SA
TOOLTIP_USE_SKILL_COOLTIME_DECREASE_ALL	Zresetuj z %d%% szans¹ czas regeneracji swoich umiejêtnoœci	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_10PER	Czas regeneracji uderzenia miecza: -%d sek. z 10%% szans	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_20PER	Czas regeneracji uderzenia miecza: -%d sek. z 20%% szans	SA
TOOLTIP_USE_SKILL_GICHEON_ATT_GRADE_BONUS	Na %d sek. zwiêksza bonus do ataku przy u¿yciu pomocy smoka	SA
TOOLTIP_USE_SKILL_GIGONGCHAM_STUN	Duchowe uderzenie ma %d%% szans na og³uszenie przeciwnika	SA
TOOLTIP_USE_SKILL_GIGUNG_ATT_GRADE_BONUS	Na %d sek. otrzymujesz bonus do ataku przy u¿yciu zatrutej strza³y	SA
TOOLTIP_USE_SKILL_GIHYEOL_ATT_GRADE_BONUS	Na %d sek. otrzymujesz bonus do ataku przy u¿yciu woli ¿ycia	SA
TOOLTIP_USE_SKILL_GONGDAB_KNOCKBACK	Wilczy skok ma %d%% szans na oddanie przeciwnikowi	SA
TOOLTIP_USE_SKILL_GONGDAB_STUN	Wilczy skok ma %d%% szans na og³uszenie przeciwnika	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_10PER	Czas regeneracji szybkiego ataku: -%d sek. z 10%% szans	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_20PER	Czas regeneracji szybkiego ataku: -%d sek. z 20%% szans	SA
TOOLTIP_USE_SKILL_GWIGEOM_DEF_BONUS	Na %d sek. otrzymujesz bonus do obrony przy u¿yciu czarowanego ostrza	SA
TOOLTIP_USE_SKILL_GYOKSAN_KNOCKBACK	Walniêcie ma %d%% szans na oddanie przeciwnikowi	SA
TOOLTIP_USE_SKILL_HOSIN_DEF_BONUS	Na %d sek. otrzymujesz bonus do obrony przy u¿yciu b³ogos³awieñstwa	SA
TOOLTIP_USE_SKILL_HWAYEOMPOK_KNOCKBACK	Ogniste uderzenie ma %d%% szans na oddanie przeciwnikowi	SA
TOOLTIP_USE_SKILL_JEOKRANG_DEF_BONUS	Na %d sek. otrzymujesz bonus do obrony przy u¿yciu duszy purpurowego wilka	SA
TOOLTIP_USE_SKILL_JEONGEOP_ATT_GRADE_BONUS	Na %d sek. otrzymujesz bonus do ataku przy u¿yciu leczenia	SA
TOOLTIP_USE_SKILL_JEUNGRYEOK_DEF_BONUS	Na %d sek. otrzymujesz bonus do obrony przy u¿yciu ataku+	SA
TOOLTIP_USE_SKILL_KWANKYEOK_KNOCKBACK	Deszcz strza³ ma %d%% szans na oddanie przeciwnikowi	SA
TOOLTIP_USE_SKILL_KWANKYEOK_NEXT_COOLTIME_DECREASE_10PER	Czas regeneracji deszczu strza³: -%d sek. z 10%% szans	SA
TOOLTIP_USE_SKILL_KWANKYEOK_NEXT_COOLTIME_DECREASE_20PER	Czas regeneracji deszczu strza³: -%d sek. z 20%% szans	SA
TOOLTIP_USE_SKILL_MAHWAN_STUN	Mroczna sfera ma %d%% szans na og³uszenie przeciwnika	SA
TOOLTIP_USE_SKILL_MANASHILED_CASTING_SPEED	Na %d sek. zwiêksza szybkoœæ zaklêcia przy u¿yciu mrocznej ochrony	SA
TOOLTIP_USE_SKILL_MARYUNG_NEXT_COOLTIME_DECREASE_10PER	Czas regeneracji mrocznego uderzenia: -%d sek. z 10%% szans	SA
TOOLTIP_USE_SKILL_MARYUNG_NEXT_COOLTIME_DECREASE_20PER	Czas regeneracji mrocznego uderzenia: -%d sek. z 20%% szans	SA
TOOLTIP_USE_SKILL_MUYEONG_ATT_GRADE_BONUS	Na %d sek. otrzymujesz bonus do ataku przy u¿yciu ognistego ducha	SA
TOOLTIP_USE_SKILL_NOEGEOM_ATT_GRADE_BONUS	Na %d sek. otrzymujesz bonus do ataku przy u¿yciu krêgu mieczy	SA
TOOLTIP_USE_SKILL_NOEJEON_NEXT_COOLTIME_DECREASE_10PER	Czas regeneracji b³yskawicznego rzutu: -%d sek. z 10%% szans	SA
TOOLTIP_USE_SKILL_NOEJEON_NEXT_COOLTIME_DECREASE_20PER	Czas regeneracji b³yskawicznego rzutu: -%d sek. z 20%% szans	SA
TOOLTIP_USE_SKILL_PABEOB_STUN	Rozproszenie magii ma %d%% szans na og³uszenie przeciwnika	SA
TOOLTIP_USE_SKILL_PAERYONG_HP_ABSORB	Absorbuje %d%% P¯ przy u¿yciu smoczego skowytu	SA
TOOLTIP_USE_SKILL_PALBANG_HP_ABSORB	Absorbuje %d%% P¯ przy u¿yciu wiru miecza	SA
TOOLTIP_USE_SKILL_PASWAE_NEXT_COOLTIME_DECREASE_10PER	Czas regeneracji szponu wilka: -%d sek. z 10%% szans	SA
TOOLTIP_USE_SKILL_PASWAE_NEXT_COOLTIME_DECREASE_20PER	Czas regeneracji szponu wilka: -%d sek. z 20%% szans	SA
TOOLTIP_USE_SKILL_PASWAE_SP_ABSORB	Absorbuje %d%% PE przy u¿yciu szponu wilka	SA
TOOLTIP_USE_SKILL_SALPOONG_NEXT_COOLTIME_DECREASE_10PER	Czas regeneracji wilczego tchu: -%d sek. z 10%% szans	SA
TOOLTIP_USE_SKILL_SALPOONG_NEXT_COOLTIME_DECREASE_20PER	Czas regeneracji wilczego tchu: -%d sek. z 20%% szans	SA
TOOLTIP_USE_SKILL_SAMYEON_NEXT_COOLTIME_DECREASE_10PER	Czas regeneracji trzystronnego ciêcia: -%d sek. z 10%% szans	SA
TOOLTIP_USE_SKILL_SAMYEON_NEXT_COOLTIME_DECREASE_20PER	Czas regeneracji trzystronnego ciêcia: -%d sek. z 20%% szans	SA
TOOLTIP_USE_SKILL_SAMYEON_STUN	Trzystronne ciêcie ma %d%% szans na og³uszenie przeciwnika	SA
TOOLTIP_USE_SKILL_SANGONG_ATT_GRADE_BONUS	Na %d sek. otrzymujesz bonus do ataku przy u¿yciu truj¹cej chmury	SA
TOOLTIP_USE_SKILL_SEOMJEON_KNOCKBACK	Wolno dzia³aj¹ca trucizna ma %d%% szans na oddanie przeciwnikowi	SA
TOOLTIP_USE_SKILL_SWAERYUNG_KNOCKBACK	Uderzenie palcem ma %d%% szans na oddanie przeciwnikowi	SA
TOOLTIP_USE_SKILL_TERROR_ATT_GRADE_BONUS	Na %d sek. otrzymujesz bonus do ataku przy u¿yciu strachu	SA
TOOLTIP_USE_SKILL_TUSOK_HP_ABSORB	Absorbuje %d%% P¯ przy u¿yciu duchowego ciosu	SA
TOOLTIP_USE_SKILL_YEONSA_HP_ABSORB	Absorbuje %d%% P¯ przy u¿yciu powtarzalnego strza³u	SA
TOOLTIP_USE_SKILL_YONGBI_HP_ABSORB	Absorbuje %d%% P¯ przy u¿yciu strzelaj¹cego smoka	SA
TOOLTIP_USE_SKILL_YONGKWON_NEXT_COOLTIME_DECREASE_10PER	Czas regeneracji smoczego wiru: -%d sek. z 10%% szans	SA
TOOLTIP_USE_SKILL_YONGKWON_NEXT_COOLTIME_DECREASE_20PER	Czas regeneracji smoczego wiru: -%d sek. z 20%% szans	SA
TOOLTIP_WARRIOR	Wojownik
TOOLTIP_WEAPON	Broñ
TOOLTIP_WOLFMAN	Likan
TOOLTIP_WRISTLET	Bransoleta
UI_ACCEPT	Akceptuj
UI_BOLD_FONT	Tahoma:12b
UI_BOLD_FONT_LARGE	Tahoma:14b
UI_BOLD_FONT_SMALL	Tahoma:9b
UI_ITALIC_FONT	Tahoma:12i
UI_ITALIC_FONT_LARGE	Tahoma:14i
UI_ITALIC_FONT_SMALL	Tahoma:9i
UI_CANCEL	Anuluj
UI_CLOSE	Zamknij
UI_DENY	Odrzuæ
UI_ITEM	Przedmiot
UI_LEFT_TIME	Pozosta³y Czas: %d Sek.
UI_NEXT	Kontynuuj
UI_NEXTPAGE	Dalej
UI_NOCONTENTS	Brak Zawartoœci
UI_NONAME	Brak Nazwy
UI_OK	OK
UI_POS_UNKNOWN	Nieznane Po³o¿enie
UI_PREVPAGE	Wróæ
UI_UNKNOWN	Nieznany
UNLIMIT_ENTER_CZ_QUESTION	Mo¿esz wejœæ do Œwi¹tyni Zodiaku na %d min. Chcesz u¿yæ tego przedmiotu?
UPDATE_TIME	Data
UPLOAD_MARK_CHECK_NEED_RECONNECT	Wgrywanie musi zostaæ ponownie rozpoczête.
UPLOAD_MARK_UPLOAD_NEED_RECONNECT	Wgrywanie musi zostaæ ponownie rozpoczête.
USE_ITEM_BUTTON_01	Anuluj
USE_ITEM_BUTTON_02	WejdŸ
USE_ITEM_FAILURE_PRIVATE_SHOP	Nie mo¿esz u¿ywaæ przedmiotów, jeœli otworzy³eœ prywatny sklep.
USE_ITEM_POPUP_01	Zakoñczy³a siê Bitwa Piêciu Relikwiarzy. \n Nastêpna bitwa:
USE_ITEM_QUESTION_01	Czy chcesz wzi¹æ udzia³ w Bitwê Piêciu Relikwiarzy?
USE_ITEM_QUESTION_02	Czy chcesz wróciæ do miejsca, gdzie zosta³eœ zabity?\n Koszt to %s Yang.
USE_ITEM_QUESTION_03	Zostaniesz teleportowany do losowej lokalizacji. Chcesz wejœæ?
USE_ITEM_QUESTION_04	Po wejœciu do Bitwy Piêciu Relikwiarzy, wszystkie twoje buffy zostan¹ dezaktywowane.\nZostaniesz teleportowany do losowego miejsca.\nCzy chcesz wejœæ?
USE_ITEM_QUESTION_05	Po wejœciu do Bitwy Piêciu Relikwiarzy, wszystkie twoje buffy zostan¹ dezaktywowane.\nCzy chcesz wróciæ do miejsca, gdzie poleg³eœ?\nKoszt: %s Yang.
USE_SKILL_ERROR_UNKNOWN	Nieznany B³¹d Umiejêtnoœci: %s
WHISPER_QUEST_BLOCK	Chcesz zablokowaæ gracza %s?
WHISPER_QUEST_FRIEND	Chcesz dodaæ gracza %s do swojej listy przyjació³?
WHITE_DRAGON_CAVE_COOLING_CURSE	Na na³adowanie {1}% maks. P¯ co {0} sek. - Aktualne na³adowanie: {2}
WORLD_BOSS_STATE_BOSS_KILLED	Uciek³
WORLD_BOSS_STATE_BOSS_SPAWNED	Pojawi³ siê
WORLD_BOSS_STATE_BREAK_TIME	Czas regeneracji
WORLD_BOSS_STATE_WAIT_FOR_SPAWN	Jeszcze siê nie pojawi³
WORLD_BOSS_TIER_1_SYMBOL	I
WORLD_BOSS_TIER_2_SYMBOL	II
WORLD_BOSS_TIER_3_SYMBOL	III
WORLD_BOSS_TIER_4_SYMBOL	IV
CATEGORY_ARMOR_ARMOR_BODY	Zbroje
CATEGORY_ARMOR_ARMOR_GLOVE	Rêkawice
CATEGORY_ARMOR_ARMOR_HEAD	He³my
CATEGORY_ARMOR_ARMOR_SHIELD	Tarcze
CATEGORY_COSTUMES	Kostiumy
CATEGORY_COSTUMES_COSTUME_BODY	Kostiumy
CATEGORY_COSTUMES_COSTUME_HAIR	Fryzury
CATEGORY_COSTUMES_COSTUME_WEAPON	Skórki Broni
CATEGORY_COSTUMES_ETC	Inne
CATEGORY_COSTUMES_SASH	Szarfy
CATEGORY_DRAGON_STONE	Alchemia Smoczego Kamienia
CATEGORY_DRAGON_STONE_DRAGON_DIAMOND	Diament
CATEGORY_DRAGON_STONE_DRAGON_GARNET	Granat
CATEGORY_DRAGON_STONE_DRAGON_JADE	Jadeit
CATEGORY_DRAGON_STONE_DRAGON_ONYX	Onyks
CATEGORY_DRAGON_STONE_DRAGON_RUBY	Rubin
CATEGORY_DRAGON_STONE_DRAGON_SAPPHIRE	Szafir
CATEGORY_DRAGON_STONE_ETC	Inne
CATEGORY_EQUIPMENT_ARMOR	Ekwipunek
CATEGORY_EQUIPMENT_JEWELRY	Bi¿uteria
CATEGORY_EQUIPMENT_WEAPON	Bronie
CATEGORY_ETC	Inne
CATEGORY_ETC_ETC	Inne
